id,left_player_id,right_player_id,next_left_id,next_right_id,left_player_flag,left_retire,right_retire
1,28,14,,17,,,
2,43,38,18,,,,
3,12,34,,19,,,
4,2,35,20,,,,
5,45,7,,21,,,
6,21,17,22,,,,
7,41,40,,23,,,
8,1,22,24,,,,
9,31,36,25,,,,
10,11,20,,26,,,
11,44,8,27,,,,
12,25,39,,28,,,
13,24,29,29,,,,
14,26,16,,30,,,
15,46,32,31,,,,
16,42,5,,32,,,
17,18,,33,,,,
18,,30,,33,,,
19,4,,34,,,,
20,,9,,34,,,
21,33,,35,,,,
22,,23,,35,,,
23,13,,36,,,,
24,,48,,36,,,
25,,15,,37,,,
26,27,,37,,,,
27,,47,,38,,,
28,10,,38,,,,
29,,37,,39,,,
30,6,,39,,,,
31,,3,,40,,,
32,19,,40,,,,
33,,,41,,,,
34,,,,41,,,
35,,,42,,,,
36,,,,42,,,
37,,,,43,,,
38,,,43,,,,
39,,,,44,,,
40,,,44,,,,
41,,,45,,,,
42,,,,45,,,
43,,,,46,,,
44,,,46,,,,
45,,,48,,,,
46,,,,48,,,
47,,,,,,,
48,,,,,,,
